id	review	sentiment
211762	races	2
211763	races	2
211764	familiar story	2
211765	familiar story	2
211766	familiar story	2
211767	painfully funny ode bad behavior	2
211768	painfully funny	0
211769	painfully funny	0
211770	ode bad behavior	2
211771	ode bad behavior	2
211772	ode	2
211773	bad behavior	2
211774	bad behavior	2
211775	sounds sick twisted miracle shainberg film truly romance	1
211776	sounds sick twisted	2
211777	sounds sick twisted	2
211778	sounds sick twisted	2
211779	sounds sick twisted	2
211780	sick twisted	1
211781	sick	1
211782	twisted	1
211783	miracle shainberg film truly romance	2
211784	miracle shainberg film	2
211785	miracle	3
211786	shainberg film	2
211787	shainberg film	2
211788	shainberg	2
211789	truly romance	2
211790	truly romance	2
211791	truly romance	2
211792	truly romance	2
211793	romance	2
211794	film powerful accessible funny	2
211795	powerful accessible funny	3
211796	powerful accessible funny	3
211797	powerful accessible funny	3
211798	accessible funny	2
211799	accessible funny	2
211800	boring formulaic mix serial killers stalk n slash	2
211801	boring formulaic mix serial killers stalk n	2
211802	boring formulaic mix	2
211803	boring formulaic mix	2
211804	formulaic mix	2
211805	formulaic mix	2
211806	serial killers stalk n	2
211807	serial killers stalk n	2
211808	killers stalk n	2
211809	stalk n	2
211810	stalk n	2
211811	stalk	2
211812	slash	2
211813	slash	2
211814	compelling journey best friend remembers finest specials	2
211815	compelling journey best friend remembers	2
211816	compelling journey best friend remembers	2
211817	compelling journey	2
211818	compelling journey	2
211819	compelling journey	2
211820	compelling journey	2
211821	compelling journey	2
211822	best friend remembers	2
211823	best friend remembers	2
211824	friend remembers	2
211825	finest specials	2
211826	finest specials	2
211827	NOTHING	2
211828	NOTHING	2
211829	finest specials	2
211830	finest specials	2
211831	finest	3
211832	specials	2
211833	specials	2
211834	harland williams funny drag consider permanent sex reassignment	3
211835	funny drag consider permanent sex reassignment	2
211836	funny drag consider permanent sex reassignment	2
211837	funny drag	2
211838	funny drag	2
211839	funny drag	2
211840	consider permanent sex reassignment	2
211841	consider permanent sex reassignment	2
211842	consider permanent sex reassignment	2
211843	permanent sex reassignment	2
211844	permanent	2
211845	sex reassignment	2
211846	great idea becomes great movie	2
211847	great idea	4
211848	great idea	4
211849	becomes great movie	2
211850	becomes great movie	2
211851	great movie	4
211852	great movie	4
211853	great	2
211854	performances take movie higher level	3
211855	take movie higher level	2
211856	take movie higher level	2
211857	take movie	2
211858	higher level	3
211859	higher level	3
211860	higher level	3
211861	even film silliness needs little gravity beyond good hair humping	1
211862	even film silliness	2
211863	film silliness	2
211864	needs little gravity beyond good hair humping	1
211865	needs little gravity beyond good hair humping	1
211866	needs little gravity	2
211867	needs little gravity	2
211868	little gravity	2
211869	little gravity	2
211870	gravity	2
211871	beyond good hair humping	2
211872	good hair humping	2
211873	hair humping	2
211874	hair	2
211875	humping	2
211876	watching trouble every day least n know coming like biting looks like juicy delicious plum hot summer day coming away mouth full rotten pulp living worms	1
211877	watching trouble every day least n know coming	2
211878	watching trouble every day least n know coming	2
211879	watching trouble every day least	2
211880	watching trouble every day	2
211881	watching trouble every day	2
211882	watching trouble	2
211883	n know coming	2
211884	n know coming	2
211885	n know coming	2
211886	know coming	2
211887	coming	2
211888	coming	2
211889	like biting looks like juicy delicious plum hot summer day coming away mouth full rotten pulp living worms	2
211890	like biting looks like juicy delicious plum hot summer day coming away mouth full rotten pulp living worms	2
211891	like biting looks like juicy delicious plum hot summer day coming away mouth full rotten pulp living worms	2
211892	biting looks like juicy delicious plum hot summer day coming away mouth full rotten pulp living worms	1
211893	biting looks like juicy delicious plum hot summer day	2
211894	biting looks like juicy delicious plum hot summer day	2
211895	looks like juicy delicious plum hot summer day	2
211896	looks like juicy delicious plum hot summer day	2
211897	looks like juicy delicious plum hot summer day	2
211898	like juicy delicious plum hot summer day	2
211899	juicy delicious plum hot summer day	2
211900	juicy delicious plum	2
211901	juicy delicious plum	2
211902	juicy delicious	2
211903	juicy	3
211904	delicious	3
211905	plum	2
211906	hot summer day	2
211907	hot summer day	2
211908	hot summer day	2
211909	summer day	2
211910	coming away mouth full rotten pulp living worms	2
211911	coming away	2
211912	mouth full rotten pulp living worms	2
211913	mouth full rotten pulp living worms	2
211914	mouth full	2
211915	mouth full	2
211916	mouth	2
211917	rotten pulp living worms	2
211918	rotten pulp living worms	2
211919	rotten	1
211920	pulp living worms	2
211921	pulp	2
211922	living worms	2
211923	living worms	2
211924	worms	2
211925	leave flowers unpicked dead vine	2
211926	leave flowers unpicked dead vine	2
211927	leave flowers unpicked	2
211928	leave flowers unpicked	2
211929	flowers unpicked	2
211930	flowers	2
211931	unpicked	2
211932	dead vine	2
211933	dead vine	2
211934	dead vine	2
211935	vine	2
211936	vine	2
211937	vine	2
211938	create movie better	2
211939	create movie better	2
211940	create movie better	2
211941	create movie better	2
211942	movie better	3
211943	movie better	3
211944	flick cool crowd pleasing documentary get	2
211945	flick	2
211946	cool crowd pleasing documentary get	1
211947	cool crowd pleasing documentary get	1
211948	cool crowd pleasing documentary get	1
211949	cool crowd pleasing documentary get	1
211950	cool crowd pleasing	2
211951	cool	3
211952	crowd pleasing	3
211953	documentary get	2
211954	documentary get	2
211955	get	2
211956	much enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	1
211957	much enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	1
211958	much enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	1
211959	much enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	1
211960	much enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	1
211961	enjoyable watch enlightening listen new sides previous reality visit people able make impact theater world	3
211962	watch enlightening listen new sides previous reality visit people able make impact theater world	1
211963	watch enlightening listen new sides previous reality visit people able make impact theater world	1
211964	enlightening listen new sides previous reality visit people able make impact theater world	1
211965	enlightening listen new sides previous reality visit people able make impact theater world	1
211966	enlightening listen new sides previous reality visit people able make impact theater world	1
211967	enlightening listen new sides previous reality visit people able make impact theater world	1
211968	listen new sides previous reality visit people able make impact theater world	1
211969	listen new sides previous reality	2
211970	listen new sides previous reality	2
211971	listen new sides previous reality	2
211972	listen new sides previous reality	2
211973	new sides previous reality	2
211974	new sides previous reality	2
211975	new sides	2
211976	previous reality	2
211977	previous reality	2
211978	previous reality	2
211979	visit people able make impact theater world	1
211980	visit people able make impact theater world	1
211981	visit	2
211982	people able make impact theater world	2
211983	people able make impact theater world	2
211984	people able make impact theater world	2
211985	people able make impact theater world	2
211986	able make impact theater world	2
211987	able make impact theater world	2
211988	able make impact theater world	2
211989	make impact theater world	3
211990	make impact theater world	3
211991	impact theater world	2
211992	theater world	2
211993	theater world	2
211994	theater world	2
211995	surface frenzy high crimes charged loitering much view little offer	3
211996	surface frenzy	2
211997	surface frenzy	2
211998	surface frenzy	2
211999	surface frenzy	2
212000	frenzy	2
212001	high crimes charged loitering much view little offer	2
212002	high crimes charged loitering much view little offer	2
212003	charged loitering much view little offer	3
212004	charged loitering much view little offer	3
212005	charged loitering much view little offer	3
212006	charged loitering much view little offer	3
212007	charged loitering	2
212008	charged loitering	2
212009	loitering	2
212010	loitering	2
212011	much view little offer	2
212012	much view	2
212013	view	2
212014	little offer	2
212015	little offer	2
212016	little offer	2
212017	movie ripe enrapturing beauty tempt willing probe inscrutable mysteries	1
212018	movie ripe enrapturing beauty	2
212019	ripe enrapturing beauty	2
212020	ripe enrapturing	2
212021	enrapturing	2
212022	enrapturing	2
212023	tempt willing probe inscrutable mysteries	3
212024	tempt willing probe inscrutable mysteries	3
212025	tempt willing probe inscrutable mysteries	3
212026	tempt	2
212027	willing probe inscrutable mysteries	3
212028	willing probe inscrutable mysteries	3
212029	probe inscrutable mysteries	2
212030	probe inscrutable mysteries	2
212031	inscrutable mysteries	2
212032	inscrutable mysteries	2
212033	inscrutable	2
212034	charmless nonsense ensues amid clanging film references make jay silent bob excellent adventure seem understated	1
212035	charmless nonsense ensues amid clanging film references make jay silent bob excellent adventure seem understated	1
212036	charmless nonsense ensues amid clanging film references make jay silent bob excellent adventure seem understated	1
212037	charmless nonsense ensues	2
212038	charmless	1
212039	nonsense ensues	2
212040	amid clanging film references make jay silent bob excellent adventure seem understated	1
212041	clanging film references make jay silent bob excellent adventure seem understated	1
212042	clanging	2
212043	film references make jay silent bob excellent adventure seem understated	3
212044	film references	2
212045	references	2
212046	make jay silent bob excellent adventure seem understated	2
212047	make jay silent bob excellent adventure seem understated	2
212048	jay silent bob excellent adventure seem understated	2
212049	jay silent bob excellent adventure	3
212050	jay silent bob	2
212051	silent bob	2
212052	silent bob	2
212053	silent	2
212054	bob	2
212055	excellent adventure	2
212056	seem understated	2
212057	think american pie valium	2
212058	think american pie valium	2
212059	think american pie valium	2
212060	american pie valium	2
212061	american pie valium	2
212062	pie valium	2
212063	pie	2
212064	valium	2
212065	valium	2
212066	gorgeous high spirited musical india exquisitely blends music dance song high drama	1
212067	gorgeous high spirited musical india	2
212068	gorgeous high spirited musical	2
212069	gorgeous high spirited musical	2
212070	high spirited musical	2
212071	high spirited musical	2
212072	high spirited	3
212073	india	2
212074	india	2
212075	exquisitely blends music dance song high drama	1
212076	exquisitely blends music dance song high drama	1
212077	exquisitely blends music dance song	2
212078	exquisitely blends music dance song	2
212079	exquisitely blends music dance song	2
212080	exquisitely blends music dance	2
212081	exquisitely blends music dance	2
212082	exquisitely blends music	2
212083	exquisitely blends music	2
212084	exquisitely blends music	2
212085	blends music	2
212086	blends	2
212087	sweet natured reconsideration one san francisco vital least widely recognized creative fountainheads	3
212088	sweet natured reconsideration one san francisco vital least widely recognized creative fountainheads	3
212089	sweet natured reconsideration	2
212090	sweet natured reconsideration	2
212091	sweet natured	2
212092	reconsideration	2
212093	one san francisco vital least widely recognized creative fountainheads	3
212094	one san francisco vital least widely recognized creative fountainheads	3
212095	san francisco vital least widely recognized creative fountainheads	3
212096	san francisco vital least widely recognized creative fountainheads	3
212097	san francisco	2
212098	san	2
212099	francisco	2
212100	francisco	2
212101	vital least widely recognized creative fountainheads	3
212102	vital least widely recognized	2
212103	vital	2
212104	vital	2
212105	least widely recognized	2
212106	least widely recognized	2
212107	least	2
212108	widely recognized	2
212109	widely	2
212110	recognized	3
212111	recognized	3
212112	creative fountainheads	2
212113	fountainheads	2
212114	feels like school special gussied fancy special effects watching rote plot points connect exciting gazing egg timer minutes	3
212115	feels like school special gussied fancy special effects watching rote plot points connect exciting gazing egg timer minutes	3
212116	feels like school special gussied fancy special effects	2
212117	feels like school special gussied fancy special effects	2
212118	feels like school special gussied fancy special effects	2
212119	feels like school special gussied fancy special effects	2
212120	like school special gussied fancy special effects	2
212121	school special gussied fancy special effects	2
212122	gussied fancy special effects	2
212123	gussied	2
212124	gussied	2
212125	fancy special effects	2
212126	fancy special effects	2
212127	fancy special effects	2
212128	watching rote plot points connect exciting gazing egg timer minutes	3
212129	watching rote plot points	2
212130	rote plot points	2
212131	rote plot points	2
212132	rote	2
212133	connect exciting gazing egg timer minutes	3
212134	exciting gazing egg timer minutes	2
212135	exciting gazing egg timer minutes	2
212136	exciting gazing egg timer minutes	2
212137	gazing egg timer minutes	2
212138	gazing egg timer minutes	2
212139	gazing	2
212140	egg timer minutes	2
212141	egg timer minutes	2
212142	egg timer	2
212143	egg timer	2
212144	timer	3
212145	minutes	2
212146	minutes	2
212147	NOTHING	2
212148	emotional pulse solaris	2
212149	emotional pulse solaris	2
212150	emotional pulse solaris	2
212151	emotional pulse solaris	2
212152	emotional pulse	2
212153	emotional pulse	2
212154	solaris	2
212155	original robbed element surprise n huge laughs story irresponsible cops love play pranks	1
212156	original robbed element surprise n huge laughs story irresponsible cops love play pranks	1
212157	original	2
212158	original	2
212159	original	2
212160	original	2
212161	original	2
212162	robbed element surprise n huge laughs story irresponsible cops love play pranks	3
212163	robbed element surprise	2
212164	robbed	1
212165	element surprise	2
212166	n huge laughs story irresponsible cops love play pranks	2
212167	n huge laughs story irresponsible cops love play pranks	2
212168	n huge laughs story irresponsible cops love play pranks	2
212169	huge laughs story irresponsible cops love play pranks	2
212170	huge laughs story irresponsible cops love play pranks	2
212171	huge laughs story irresponsible cops	1
212172	huge laughs	2
212173	huge laughs	2
212174	story irresponsible cops	2
212175	story irresponsible cops	2
212176	irresponsible cops	2
212177	irresponsible cops	2
212178	irresponsible	1
212179	cops	2
212180	love play pranks	2
212181	love play pranks	2
212182	play pranks	2
212183	play pranks	2
212184	best revenge may living well film unlike dumas adaptations far likened treasure lengthy jail sentence	3
212185	best revenge	2
212186	best revenge	2
212187	may living well film unlike dumas adaptations far likened treasure lengthy jail sentence	2
212188	may living well film unlike dumas adaptations far likened treasure lengthy jail sentence	2
212189	may	2
212190	living well film unlike dumas adaptations far likened treasure lengthy jail sentence	3
212191	living well film unlike dumas adaptations far likened treasure lengthy jail sentence	3
212192	living well	2
212193	film unlike dumas adaptations far likened treasure lengthy jail sentence	3
212194	film unlike dumas adaptations far likened treasure lengthy jail sentence	3
212195	unlike dumas adaptations far likened treasure lengthy jail sentence	3
212196	unlike dumas adaptations far likened treasure lengthy jail sentence	3
212197	unlike dumas adaptations	2
212198	dumas adaptations	2
212199	dumas adaptations	2
212200	far likened treasure lengthy jail sentence	2
212201	far likened treasure lengthy jail sentence	2
212202	far	2
212203	likened treasure lengthy jail sentence	2
212204	likened	2
212205	treasure lengthy jail sentence	2
212206	treasure lengthy jail sentence	2
212207	lengthy jail sentence	2
212208	lengthy jail sentence	2
212209	lengthy jail sentence	2
212210	jail sentence	2
212211	jail	2
212212	sentence	2
212213	film young man finding god accessible touching marrow	3
212214	film young man finding god accessible touching marrow	3
212215	film young man	2
212216	young man	2
212217	finding god accessible touching marrow	3
212218	finding god accessible	2
212219	finding god accessible	2
212220	god accessible	2
212221	accessible	3
212222	accessible	3
212223	touching marrow	2
212224	marrow	2
212225	marrow	2
212226	marrow	2
212227	dazzling complexity disturbing extraordinary themes piano teacher film defies categorisation	3
212228	dazzling complexity disturbing extraordinary themes	3
212229	dazzling complexity	2
212230	dazzling complexity	2
212231	disturbing extraordinary themes	2
212232	extraordinary themes	2
212233	extraordinary themes	2
212234	extraordinary themes	2
212235	piano teacher film defies categorisation	2
212236	piano teacher film defies categorisation	2
212237	film defies categorisation	2
212238	film defies categorisation	2
212239	film defies categorisation	2
212240	defies categorisation	2
212241	defies categorisation	2
212242	categorisation	2
212243	sudsy cautionary tale	2
212244	sudsy cautionary tale	2
212245	cautionary tale	2
212246	probably stay shadow two older accessible qatsi siblings	2
212247	probably stay shadow two older accessible qatsi siblings	2
212248	stay shadow two older accessible qatsi siblings	2
212249	stay shadow two older accessible qatsi siblings	2
212250	shadow two older accessible qatsi siblings	2
212251	shadow two older accessible qatsi siblings	2
212252	shadow	2
212253	two older accessible qatsi siblings	2
212254	two older accessible qatsi siblings	2
212255	two older accessible qatsi siblings	2
212256	older accessible qatsi siblings	2
212257	older	1
212258	accessible qatsi siblings	2
212259	accessible qatsi siblings	2
212260	accessible	3
212261	qatsi siblings	2
212262	qatsi	2
212263	siblings	2
212264	quiet pure elliptical film	2
212265	quiet pure elliptical film	2
212266	pure elliptical film	2
212267	pure elliptical film	2
212268	elliptical film	2
212269	elliptical film	2
212270	elliptical	2
212271	exceedingly clever piece cinema	2
212272	exceedingly clever piece cinema	2
212273	exceedingly clever piece	2
212274	exceedingly clever piece	2
212275	exceedingly clever	4
212276	cinema	2
212277	one best films year exploration obstacles happiness faced five contemporary individuals psychological masterpiece	2
212278	one best films year exploration obstacles happiness	2
212279	best films year exploration obstacles happiness	3
212280	best films year exploration obstacles happiness	3
212281	year exploration obstacles happiness	2
212282	year exploration obstacles happiness	2
212283	exploration obstacles happiness	2
212284	exploration obstacles happiness	2
212285	exploration	2
212286	obstacles happiness	2
212287	obstacles happiness	2
212288	obstacles	2
212289	happiness	2
212290	faced five contemporary individuals psychological masterpiece	2
212291	faced five contemporary individuals psychological masterpiece	2
212292	faced	2
212293	five contemporary individuals psychological masterpiece	2
212294	five contemporary individuals psychological masterpiece	2
212295	five contemporary individuals	2
212296	five contemporary individuals	2
212297	contemporary individuals	2
212298	psychological masterpiece	2
212299	psychological masterpiece	2
212300	thinly veiled excuse wilson play self deprecating act murphy well honed prima donna shtick	1
212301	thinly veiled excuse wilson play self deprecating act murphy well honed prima donna	3
212302	thinly veiled excuse	2
212303	thinly veiled excuse	2
212304	wilson play self deprecating act murphy well honed prima donna	3
212305	wilson play self deprecating act murphy well honed prima donna	3
212306	play self deprecating act murphy well honed prima donna	3
212307	play self deprecating act murphy well honed prima donna	3
212308	play self deprecating act	2
212309	self deprecating act	3
212310	self deprecating act	3
212311	murphy well honed prima donna	2
212312	murphy well honed prima donna	2
212313	well honed prima donna	2
212314	prima donna	2
212315	prima	3
212316	donna	3
212317	shtick	2
212318	shtick	2
212319	delivery timing flawless	2
212320	delivery timing	2
212321	delivery timing	2
212322	delivery	2
212323	flawless	4
212324	flawless	4
212325	flawless	4
212326	nearly moved tears couple scenes got ice water veins	2
212327	nearly moved tears couple scenes got ice water veins	2
212328	nearly moved tears couple scenes	2
212329	nearly moved tears couple scenes	2
212330	nearly moved tears couple scenes	2
212331	nearly	2
212332	moved tears couple scenes	2
212333	moved tears	2
212334	tears	2
212335	couple scenes	2
212336	couple scenes	2
212337	scenes	2
212338	got ice water veins	2
212339	got ice water veins	2
212340	got ice water veins	2
212341	got ice water veins	2
212342	got ice water veins	2
212343	ice water veins	2
212344	ice water	2
212345	veins	2
212346	piquant story needs dramatic meat bones	2
212347	piquant story	2
212348	piquant story	2
212349	needs dramatic meat bones	2
212350	needs dramatic meat bones	2
212351	dramatic meat bones	2
212352	dramatic meat	2
212353	dramatic	2
212354	meat	2
212355	bones	2
212356	bones	2
212357	wickedly subversive bent best parts birthday girl	2
212358	wickedly subversive bent best parts birthday girl	2
212359	wickedly subversive bent best parts birthday girl	2
212360	wickedly subversive bent best parts birthday girl	2
212361	wickedly subversive bent	2
212362	wickedly subversive bent	2
212363	wickedly subversive	2
212364	bent	2
212365	best parts birthday girl	2
212366	best parts birthday girl	2
212367	best parts	2
212368	best parts	2
212369	birthday girl	2
212370	collateral damage finally delivers goods schwarzenegger fans	2
212371	finally delivers goods schwarzenegger fans	2
212372	delivers goods schwarzenegger fans	2
212373	delivers goods schwarzenegger fans	2
212374	goods schwarzenegger fans	2
212375	goods	2
212376	goods	2
212377	schwarzenegger fans	2
212378	schwarzenegger fans	2
212379	manages show life banality intention quite opposite	2
212380	show life banality intention quite opposite	2
212381	show life banality intention quite opposite	2
212382	show life banality intention quite opposite	2
212383	show life banality	2
212384	show life	2
212385	banality	2
212386	banality	2
212387	banality	2
212388	banality	2
212389	intention quite opposite	2
212390	intention quite opposite	2
212391	intention	2
212392	intention	2
212393	quite opposite	2
212394	quite opposite	2
212395	opposite	2
212396	opposite	2
212397	miserable excuse movie runs empty believing flatbush machismo get	3
212398	miserable excuse movie	2
212399	miserable excuse	2
212400	miserable excuse	2
212401	runs empty believing flatbush machismo get	2
212402	runs empty believing flatbush machismo get	2
212403	runs empty	2
212404	runs empty	2
212405	empty	2
212406	believing flatbush machismo get	2
212407	flatbush machismo get	2
212408	flatbush machismo	2
212409	flatbush	2
212410	machismo	2
212411	get	2
212412	get	2
212413	awful appealing	2
212414	awful appealing	2
212415	awful appealing	2
212416	awful	0
212417	difficult imagine process produced script guessing spray cheese underarm noises played crucial role	3
212418	difficult imagine process produced script guessing spray cheese underarm noises played crucial role	3
212419	difficult imagine process produced script guessing spray cheese underarm noises played crucial role	3
212420	difficult imagine process produced script guessing spray cheese underarm noises played crucial role	3
212421	imagine process produced script guessing spray cheese underarm noises played crucial role	1
212422	imagine process produced script guessing spray cheese underarm noises played crucial role	1
212423	process produced script guessing spray cheese underarm noises played crucial role	2
212424	produced script guessing spray cheese underarm noises played crucial role	1
212425	produced script guessing spray cheese underarm noises played crucial role	1
212426	produced script	2
212427	produced script	2
212428	produced script	2
212429	script	2
212430	guessing spray cheese underarm noises played crucial role	2
212431	guessing spray cheese underarm noises played crucial role	2
212432	guessing spray cheese underarm noises played crucial role	2
212433	spray cheese underarm noises played crucial role	2
212434	spray cheese underarm noises played crucial role	2
212435	spray cheese underarm noises	2
212436	cheese underarm noises	2
212437	underarm noises	2
212438	underarm noises	2
212439	underarm	2
212440	noises	2
212441	played crucial role	2
212442	crucial role	2
212443	crucial role	2
212444	crucial	2
212445	romantic thriller steeped atmosphere wartime england ably captures speech patterns moral codes ideals	3
212446	romantic thriller steeped atmosphere wartime england ably captures speech patterns moral codes ideals	3
212447	romantic thriller steeped atmosphere wartime england	2
212448	romantic thriller steeped atmosphere wartime england	2
212449	romantic thriller steeped atmosphere wartime england	2
212450	romantic thriller	3
212451	romantic thriller	3
212452	steeped atmosphere wartime england	2
212453	steeped atmosphere wartime england	2
212454	atmosphere wartime england	2
212455	atmosphere wartime england	2
212456	atmosphere	2
212457	wartime england	2
212458	wartime england	2
212459	ably captures speech patterns moral codes ideals	2
212460	ably	2
212461	captures speech patterns moral codes ideals	2
212462	speech patterns moral codes ideals	2
212463	speech patterns	2
212464	speech patterns	2
212465	speech patterns	2
212466	patterns	2
212467	moral codes ideals	2
212468	moral codes ideals	2
212469	codes ideals	2
212470	codes	2
212471	codes	2
212472	ideals	2
212473	NOTHING	2
212474	NOTHING	2
212475	NOTHING	2
212476	sad thing knockaround guys lame aspiration grasping coolness vibes fact film n flippant slick thinks	1
212477	sad thing knockaround guys	2
212478	sad thing	2
212479	sad thing	2
212480	knockaround guys	2
212481	lame aspiration grasping coolness vibes fact film n flippant slick thinks	1
212482	lame aspiration grasping coolness vibes fact film n flippant slick thinks	1
212483	lame aspiration grasping coolness vibes fact film n flippant slick thinks	1
212484	lame aspiration	2
212485	lame aspiration	2
212486	aspiration	3
212487	grasping coolness vibes fact film n flippant slick thinks	2
212488	grasping coolness vibes fact film n flippant slick thinks	2
212489	grasping	2
212490	coolness vibes fact film n flippant slick thinks	2
212491	coolness	2
212492	coolness	2
212493	vibes fact film n flippant slick thinks	2
212494	fact film n flippant slick thinks	2
212495	fact film n flippant slick thinks	2
212496	film n flippant slick thinks	2
212497	n flippant slick thinks	2
212498	flippant slick thinks	2
212499	flippant slick thinks	2
212500	flippant slick	2
212501	flippant	2
212502	flippant	2
212503	thinks	2
212504	thinks	2
212505	thinks	2
212506	easy	2
212507	easy	2
212508	davis enamored creation ca n see insufferable character	3
212509	enamored creation ca n see insufferable character	2
212510	enamored creation ca n see insufferable character	2
212511	enamored creation ca n see insufferable character	2
212512	enamored creation	2
212513	enamored creation	2
212514	enamored creation	2
212515	enamored	2
212516	creation	2
212517	creation	2
212518	creation	2
212519	ca n see insufferable character	2
212520	ca n see insufferable character	2
212521	ca n see insufferable character	2
212522	see insufferable character	2
212523	insufferable character	2
212524	insufferable character	2
212525	insufferable character	2
212526	insufferable	0
212527	film least surprising still ultimately satisfying	2
212528	film least surprising	3
212529	film least surprising	3
212530	least surprising	2
212531	least surprising	2
212532	least surprising	2
212533	least surprising	2
212534	still ultimately satisfying	2
212535	still ultimately satisfying	2
212536	still ultimately satisfying	2
212537	still ultimately satisfying	2
212538	ultimately satisfying	4
212539	satisfying	4
212540	way believe load junk	2
212541	believe load junk	2
212542	believe load junk	2
212543	believe load junk	2
212544	believe load junk	2
212545	load junk	2
212546	load	2
212547	load	2
212548	junk	1
212549	shadyac shoots film like night shyamalan movie frequently maintains snail pace forgot add genuine tension	1
212550	shadyac shoots film like night shyamalan movie frequently maintains snail pace forgot add genuine tension	1
212551	shadyac shoots film like night shyamalan movie frequently maintains snail pace	2
212552	shadyac shoots film like night shyamalan movie frequently maintains snail pace	2
212553	shadyac shoots film like night shyamalan movie	2
212554	shadyac shoots film like night shyamalan movie	2
212555	shadyac shoots film like night shyamalan movie	2
212556	shadyac	2
212557	shoots film like night shyamalan movie	2
212558	shoots film	2
212559	shoots	2
212560	like night shyamalan movie	2
212561	night shyamalan movie	2
212562	night shyamalan movie	2
212563	NOTHING	2
212564	night shyamalan movie	2
212565	shyamalan movie	2
212566	frequently maintains snail pace	2
212567	frequently maintains snail pace	2
212568	frequently	2
212569	maintains snail pace	2
212570	snail pace	3
212571	snail	2
212572	snail	2
212573	snail	2
212574	snail	2
212575	forgot add genuine tension	2
212576	forgot add genuine tension	2
212577	forgot add genuine tension	2
212578	forgot	3
212579	add genuine tension	2
212580	add genuine tension	2
212581	genuine tension	2
212582	genuine tension	2
212583	NOTHING	2
212584	simple heart warming story full mirth charm cynical	3
212585	NOTHING	2
212586	simple heart warming story full mirth charm cynical	3
212587	simple heart warming story full mirth charm cynical	3
212588	simple heart warming story full mirth charm cynical	3
212589	simple heart warming story	3
212590	simple heart warming story	3
212591	simple heart warming story	3
212592	simple heart warming	2
212593	heart warming	4
212594	full mirth charm cynical	2
212595	mirth charm cynical	2
212596	mirth charm cynical	2
212597	mirth	2
212598	charm cynical	2
212599	charm cynical	2
212600	charm cynical	2
212601	charm	3
212602	cynical	1
212603	mood bollywood film one	2
212604	mood bollywood film	2
212605	mood bollywood film	2
212606	mood bollywood film	2
212607	mood bollywood film	2
212608	mood bollywood film	2
212609	bollywood film	2
212610	bollywood film	2
212611	bollywood film	2
212612	one	2
212613	one	2
212614	one	2
212615	one	2
212616	one	2
212617	bit disappointing manages decent instead dead brilliant	2
212618	bit disappointing manages decent instead dead brilliant	2
212619	bit disappointing manages decent instead dead brilliant	2
212620	bit disappointing	2
212621	bit disappointing	2
212622	manages decent instead dead brilliant	2
212623	manages decent instead dead brilliant	2
212624	manages decent instead dead brilliant	2
212625	manages decent instead dead brilliant	2
212626	decent instead dead brilliant	2
212627	decent instead dead brilliant	2
212628	decent instead dead brilliant	2
212629	instead dead brilliant	2
212630	dead brilliant	2
212631	dead brilliant	2
212632	kung pow n funny time n funnier bad martial arts movies without oedekerk impish augmentation	1
212633	kung pow n funny time n funnier bad martial arts movies without oedekerk impish augmentation	1
212634	kung pow n funny time	2
212635	kung pow n funny time	2
212636	kung pow n funny time	2
212637	kung pow n funny time	2
212638	kung pow n funny time	2
212639	n funny time	2
212640	funny time	3
212641	time	2
212642	n funnier bad martial arts movies without oedekerk impish augmentation	2
212643	n funnier bad martial arts movies without oedekerk impish augmentation	2
212644	n funnier bad martial arts movies without oedekerk impish augmentation	2
212645	n funnier	2
212646	funnier	3
212647	bad martial arts movies without oedekerk impish augmentation	2
212648	bad martial arts movies without oedekerk impish augmentation	2
212649	bad martial arts movies	2
212650	martial arts movies	2
212651	arts movies	2
212652	without oedekerk impish augmentation	2
212653	NOTHING	2
212654	NOTHING	2
212655	NOTHING	2
212656	without oedekerk impish augmentation	2
212657	oedekerk impish augmentation	2
212658	oedekerk	2
212659	oedekerk	2
212660	oedekerk	2
212661	impish augmentation	2
212662	impish	1
212663	augmentation	2
212664	despite blue chip cast provocative title writer director peter mattei first feature microwaves dull leftover romantic motifs basted faux contemporary gravy	2
212665	despite blue chip cast provocative title	2
212666	blue chip cast provocative title	2
212667	blue chip cast	2
212668	blue chip cast	2
212669	blue chip cast	2
212670	blue chip	2
212671	provocative title	2
212672	provocative title	2
212673	writer director peter mattei first feature microwaves dull leftover romantic motifs basted faux contemporary gravy	3
212674	writer director peter mattei first feature microwaves dull leftover romantic motifs basted faux contemporary gravy	3
212675	writer director peter mattei first feature	2
212676	writer director peter mattei	2
212677	peter mattei	2
212678	mattei	2
212679	microwaves dull leftover romantic motifs basted faux contemporary gravy	3
212680	microwaves dull leftover romantic motifs basted faux contemporary gravy	3
212681	microwaves	2
212682	dull leftover romantic motifs basted faux contemporary gravy	2
212683	dull leftover romantic motifs	2
212684	leftover romantic motifs	2
212685	romantic motifs	2
212686	motifs	2
212687	basted faux contemporary gravy	2
212688	basted	2
212689	faux contemporary gravy	2
212690	faux contemporary gravy	2
212691	faux contemporary	2
212692	gravy	2
